threshold,model,project,file,gate_attempt,repeated_error,repeated_action,top_peer_action_at_same_index,votes,peer_successes,peer_models,different_from_repeated_action,effective_total_tokens,log_path
8,o4mini,ST,ST__subregion_serialize_and_write_relative.rs,18,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,1,2,claude gpt5,1,566918,all_batch_results-cyy-o4mini/results-batch_008/o-ST__subregion_serialize_and_write_relative-20251129-082820/verus-repair.log
8,claude-s4,ST,ST__setup_write_setup_metadata_to_region.rs,20,AssertFail,USELEMMA,EXTENSIONAL_EQUALITY,1,1,o4mini,1,565654,all_batch_results-cyy-claude-s4/results-batch_008/o-ST__setup_write_setup_metadata_to_region-20251204-093659/verus-repair.log
8,gpt5,VE,VE__regular__repetition__impl1__lemma_spec_parse_err_unrecoverable.rs,9,AssertFail,INDUCTION,INDUCTION,3,3,claude claude-s4 o4mini,0,560611,all_batch_results-cyy-gpt5/results-batch_008/o-VE__regular__repetition__impl1__lemma_spec_parse_err_unrecoverable-20251129-164228/verus-repair.log
8,claude-s4,VE,VE__regular__repetition__impl2__theorem_parse_serialize_roundtrip_helper.rs,13,AssertFail,SEQSETMAP,SEQSETMAP,1,1,claude,0,560458,all_batch_results-cyy-claude-s4/results-batch_008/o-VE__regular__repetition__impl2__theorem_parse_serialize_roundtrip_helper-20251204-113948/verus-repair.log
8,claude-s4,OS,OS__slinkedlist__spec_impl_u__impl2__remove_helper1.rs,20,AssertFail,CASE_ANALYSIS,SEQSETMAP,1,1,o4mini,1,560045,all_batch_results-cyy-claude-s4/results-batch_007/o-OS__slinkedlist__spec_impl_u__impl2__remove_helper1-20251204-142759/verus-repair.log
8,claude-s4,OS,OS__slinkedlist__spec_impl_u__impl2__push.rs,14,AssertFail,CASE_ANALYSIS,SEQSETMAP,1,1,claude,1,559509,all_batch_results-cyy-claude-s4/results-batch_007/o-OS__slinkedlist__spec_impl_u__impl2__push-20251204-141849/verus-repair.log
8,claude-s4,IR,IR__host_impl_v__impl2__parse_end_points.rs,17,AssertFail,SEQSETMAP,LOOPINV,1,1,claude,1,557793,all_batch_results-cyy-claude-s4/results-batch_002/o-IR__host_impl_v__impl2__parse_end_points-20251203-091838/verus-repair.log
8,gpt5,OS,OS__pagetable__pagemap__impl0__init.rs,10,AssertFail,LOOPINV,LOOPINV,1,1,claude,0,556933,all_batch_results-cyy-gpt5/results-batch_006/o-OS__pagetable__pagemap__impl0__init-20251129-050911/verus-repair.log
8,claude,AL,AL__tla_forall_leads_to_equality1.rs,15,AssertFail,EXTENSIONAL_EQUALITY,EXTENSIONAL_EQUALITY,1,3,claude-s4 gpt5 o4mini,0,549437,all_batch_results-cyy-claude/results-batch_002/o-AL__tla_forall_leads_to_equality1-20251130-193853/verus-repair.log
8,o4mini,OS,OS__process_manager__container_tree__no_child_imply_no_subtree.rs,10,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,1,3,claude claude-s4 gpt5,0,540143,all_batch_results-cyy-o4mini/results-batch_007/o-OS__process_manager__container_tree__no_child_imply_no_subtree-20251129-054814/verus-repair.log
8,o4mini,NR,NR__spec_t__hlproof__unmap_start_preserves_inv.rs,10,AssertFail,CASE_ANALYSIS,USELEMMA,3,3,claude claude-s4 gpt5,1,538767,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__hlproof__unmap_start_preserves_inv-20251128-142836/verus-repair.log
8,gpt5,MA,MA__commit_mask__lemma_obtain_bit_index_1_aux.rs,13,AssertFail,INDUCTION,BIT_VECTOR_REASONING,1,1,o4mini,1,536177,all_batch_results-cyy-gpt5/results-batch_004/o-MA__commit_mask__lemma_obtain_bit_index_1_aux-20251126-210400/verus-repair.log
8,claude-s4,ST,ST__subregion_write_relative.rs,16,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,1,1,claude,0,531943,all_batch_results-cyy-claude-s4/results-batch_008/o-ST__subregion_write_relative-20251204-104318/verus-repair.log
8,claude,VE,VE__regular__repetition__impl2__theorem_serialize_parse_roundtrip_helper.rs,20,AssertFail,SEQSETMAP,INDUCTION,1,1,gpt5,1,529894,all_batch_results-cyy-claude/results-batch_008/o-VE__regular__repetition__impl2__theorem_serialize_parse_roundtrip_helper-20251202-135248/verus-repair.log
8,claude-s4,NR,NR__spec_t__hlproof__insert_map_preserves_unique.rs,20,AssertFail,SEQSETMAP,INSTANTIATE_FORALL,1,1,gpt5,1,529701,all_batch_results-cyy-claude-s4/results-batch_005/o-NR__spec_t__hlproof__insert_map_preserves_unique-20251204-021730/verus-repair.log
8,o4mini,MA,MA__bin_sizes__result_smallest_bin_fitting_size_size_of_bin.rs,10,AssertFail,INDUCTION,CASE_ANALYSIS,1,3,claude claude-s4 gpt5,1,525248,all_batch_results-cyy-o4mini/results-batch_003/o-MA__bin_sizes__result_smallest_bin_fitting_size_size_of_bin-20251127-174726/verus-repair.log
8,o4mini,IR,IR__verus_extra__lemma_seq_push_to_set.rs,11,AssertFail,SEQSETMAP,SEQSETMAP,2,3,claude claude-s4 gpt5,0,524268,all_batch_results-cyy-o4mini/results-batch_003/o-IR__verus_extra__lemma_seq_push_to_set-20251127-112732/verus-repair.log
8,claude-s4,IR,IR__marshal_v__impl4__lemma_serialize_injective.rs,13,AssertFail,SEQSETMAP,SEQSETMAP,1,1,o4mini,0,523032,all_batch_results-cyy-claude-s4/results-batch_003/o-IR__marshal_v__impl4__lemma_serialize_injective-20251203-125352/verus-repair.log
8,gpt5,NO,NO__spec__unbounded_log__LogRangeMatchesQueue_append_other_augment.rs,13,AssertFail,INSTANTIATE_FORALL,INDUCTION,2,3,claude claude-s4 o4mini,1,522744,all_batch_results-cyy-gpt5/results-batch_004/o-NO__spec__unbounded_log__LogRangeMatchesQueue_append_other_augment-20251127-060238/verus-repair.log
8,o4mini,IR,IR__marshal_ironsht_specific_v__impl2__lemma_serialize_injective.rs,16,AssertFail,INDUCTION,USELEMMA,1,1,gpt5,1,521331,all_batch_results-cyy-o4mini/results-batch_002/o-IR__marshal_ironsht_specific_v__impl2__lemma_serialize_injective-20251126-190246/verus-repair.log
8,o4mini,MA,MA__bin_sizes__idx_in_range_has_bin_size.rs,17,AssertFail,CASE_ANALYSIS,REVEAL_OPAQUE,1,2,claude gpt5,1,512226,all_batch_results-cyy-o4mini/results-batch_003/o-MA__bin_sizes__idx_in_range_has_bin_size-20251127-143147/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__rl2__lemma_finish_iter_walk_invalid_after_nonpos_write.rs,20,AssertFail,BIT_VECTOR_REASONING,COMPUTE,2,3,claude claude-s4 gpt5,1,510552,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_finish_iter_walk_invalid_after_nonpos_write-20251128-174326/verus-repair.log
8,o4mini,MA,MA__bin_sizes__result_idx_in_range_has_bin_size.rs,15,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,1,3,claude claude-s4 gpt5,0,509997,all_batch_results-cyy-o4mini/results-batch_003/o-MA__bin_sizes__result_idx_in_range_has_bin_size-20251127-165201/verus-repair.log
8,o4mini,OS,OS__pagetable__pagetable_impl_base__impl0__get_entry_l3.rs,8,PostCondFail,postcondition_repair,ADD_TRIGGER_ASSERT,2,3,claude claude-s4 gpt5,1,506616,all_batch_results-cyy-o4mini/results-batch_007/o-OS__pagetable__pagetable_impl_base__impl0__get_entry_l3-20251129-013133/verus-repair.log
8,o4mini,AL,AL__leads_to_always_combine.rs,13,AssertFail,INSTANTIATE_EXISTS,INSTANTIATE_FORALL,2,2,claude gpt5,1,505954,all_batch_results-cyy-o4mini/results-batch_001/o-AL__leads_to_always_combine-20251126-231324/verus-repair.log
8,o4mini,IR,IR__marshal_v__impl5__lemma_serialization_is_not_a_prefix_of.rs,10,AssertFail,CASE_ANALYSIS,ADD_TRIGGER_ASSERT,1,2,claude claude-s4,1,502334,all_batch_results-cyy-o4mini/results-batch_003/o-IR__marshal_v__impl5__lemma_serialization_is_not_a_prefix_of-20251127-025520/verus-repair.log
8,o4mini,ST,ST__logimpl_L_check_fast_way_to_compute_head_mod_log_area_len.rs,12,AssertFail,NONLINEAR_ARITHMETIC,NONLINEAR_ARITHMETIC,1,1,claude-s4,0,501827,all_batch_results-cyy-o4mini/results-batch_007/o-ST__logimpl_L_check_fast_way_to_compute_head_mod_log_area_len-20251129-231137/verus-repair.log
8,o4mini,ST,ST__inv_L_header_bytes_equal_implies_active_metadata_bytes_equal.rs,12,AssertFail,CASE_ANALYSIS,INSTANTIATE_FORALL,1,2,claude gpt5,1,501354,all_batch_results-cyy-o4mini/results-batch_007/o-ST__inv_L_header_bytes_equal_implies_active_metadata_bytes_equal-20251129-203133/verus-repair.log
8,claude,IR,IR__verus_extra__lemma_seq_fold_left_sum_le.rs,15,AssertFail,SEQSETMAP,NONLINEAR_ARITHMETIC,1,1,gpt5,1,498376,all_batch_results-cyy-claude/results-batch_003/o-IR__verus_extra__lemma_seq_fold_left_sum_le-20251201-112026/verus-repair.log
8,o4mini,AL,AL__leads_to_apply.rs,13,AssertFail,INSTANTIATE_EXISTS,INSTANTIATE_FORALL,2,3,claude claude-s4 gpt5,1,497585,all_batch_results-cyy-o4mini/results-batch_001/o-AL__leads_to_apply-20251127-001117/verus-repair.log
8,o4mini,MA,MA__pigeonhole__pigeonhole_missing_idx_implies_double_helper.rs,17,AssertFail,EXTENSIONAL_EQUALITY,USELEMMA,1,1,claude,1,496915,all_batch_results-cyy-o4mini/results-batch_004/o-MA__pigeonhole__pigeonhole_missing_idx_implies_double_helper-20251127-051834/verus-repair.log
8,o4mini,MA,MA__pigeonhole__lemma_nat_range.rs,9,AssertFail,INDUCTION,INDUCTION,2,3,claude claude-s4 gpt5,0,494313,all_batch_results-cyy-o4mini/results-batch_004/o-MA__pigeonhole__lemma_nat_range-20251127-044535/verus-repair.log
8,gpt5,ST,ST__logimpl_update_inactive_log_metadata.rs,17,AssertFail,NONLINEAR_ARITHMETIC,EXTENSIONAL_EQUALITY,1,1,claude,1,493593,all_batch_results-cyy-gpt5/results-batch_007/o-ST__logimpl_update_inactive_log_metadata-20251130-064437/verus-repair.log
8,claude-s4,AL,AL__tla_exists_and_equality.rs,17,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,1,2,claude gpt5,0,493161,all_batch_results-cyy-claude-s4/results-batch_002/o-AL__tla_exists_and_equality-20251202-210621/verus-repair.log
8,gpt5,ST,ST__logimpl_advance_head.rs,16,PreCondFail,precondition_repair,ADD_TRIGGER_ASSERT,1,1,claude-s4,1,491470,all_batch_results-cyy-gpt5/results-batch_007/o-ST__logimpl_advance_head-20251130-040114/verus-repair.log
8,o4mini,NR,NR__impl_u__wrapped_token__impl3__new.rs,8,PostCondFail,postcondition_repair,precondition_repair,3,3,claude claude-s4 gpt5,1,489671,all_batch_results-cyy-o4mini/results-batch_005/o-NR__impl_u__wrapped_token__impl3__new-20251128-104434/verus-repair.log
8,gpt5,MA,MA__layout__impl__calculate_page_block_at.rs,8,ArithmeticFlow,arithmetic_overflow_repair,arithmetic_overflow_repair,2,3,claude claude-s4 o4mini,0,489264,all_batch_results-cyy-gpt5/results-batch_004/o-MA__layout__impl__calculate_page_block_at-20251127-005021/verus-repair.log
8,gpt5,NR,NR__extra__subtract_mod_eq_zero.rs,10,AssertFail,INTEGER_RING,INTEGER_RING,1,1,claude,0,488887,all_batch_results-cyy-gpt5/results-batch_004/o-NR__extra__subtract_mod_eq_zero-20251127-103207/verus-repair.log
8,gpt5,IR,IR__seq_is_unique__endpoints_contain.rs,11,AssertFail,LOOPINV,LOOPINV,3,3,claude claude-s4 o4mini,0,488748,all_batch_results-cyy-gpt5/results-batch_003/o-IR__seq_is_unique__endpoints_contain-20251127-042440/verus-repair.log
8,o4mini,NR,NR__impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_aux_insert.rs,13,AssertFail,CASE_ANALYSIS,USELEMMA,1,1,gpt5,1,488367,all_batch_results-cyy-o4mini/results-batch_004/o-NR__impl_u__l1__impl2__lemma_entries_interp_insert_implies_interp_aux_insert-20251127-144723/verus-repair.log
8,o4mini,IR,IR__delegation_map_v__impl1_set.rs,15,AssertFail,CASE_ANALYSIS,INSTANTIATE_FORALL,3,3,claude claude-s4 gpt5,1,487560,all_batch_results-cyy-o4mini/results-batch_002/o-IR__delegation_map_v__impl1_set-20251126-072356/verus-repair.log
8,o4mini,OS,OS__pagetable__pagetable_impl_base__impl0__get_entry_l2.rs,8,PostCondFail,postcondition_repair,INSTANTIATE_FORALL,2,3,claude claude-s4 gpt5,1,484961,all_batch_results-cyy-o4mini/results-batch_007/o-OS__pagetable__pagetable_impl_base__impl0__get_entry_l2-20251129-012206/verus-repair.log
8,claude-s4,OS,OS__memory_manager__spec_impl__impl0__resolve_pagetable_mapping.rs,8,PostCondFail,postcondition_repair,ADD_TRIGGER_ASSERT,1,1,claude,1,478722,all_batch_results-cyy-claude-s4/results-batch_006/o-OS__memory_manager__spec_impl__impl0__resolve_pagetable_mapping-20251204-073456/verus-repair.log
8,claude,NR,NR__impl_u__l2_impl__lemma_aligned_addr_mask_facts.rs,10,AssertFail,BIT_VECTOR_REASONING,BIT_VECTOR_REASONING,1,1,claude-s4,0,478373,all_batch_results-cyy-claude/results-batch_004/o-NR__impl_u__l2_impl__lemma_aligned_addr_mask_facts-20251201-160309/verus-repair.log
8,o4mini,NO,NO__spec__linearization__trick_equiv.rs,20,AssertFail,INDUCTION,INDUCTION,2,2,claude-s4 gpt5,0,476671,all_batch_results-cyy-o4mini/results-batch_004/o-NO__spec__linearization__trick_equiv-20251127-081124/verus-repair.log
8,o4mini,MA,MA__bin_sizes__size_of_bin_bounds_not_huge.rs,16,AssertFail,NONLINEAR_ARITHMETIC,USELEMMA,2,3,claude claude-s4 gpt5,1,474434,all_batch_results-cyy-o4mini/results-batch_003/o-MA__bin_sizes__size_of_bin_bounds_not_huge-20251127-182108/verus-repair.log
8,claude-s4,IR,IR__marshal_v__impl3__lemma_serialization_is_not_a_prefix_of.rs,10,AssertFail,CASE_ANALYSIS,USELEMMA,1,1,claude,1,471630,all_batch_results-cyy-claude-s4/results-batch_003/o-IR__marshal_v__impl3__lemma_serialization_is_not_a_prefix_of-20251203-121353/verus-repair.log
8,claude-s4,MA,MA__pigeonhole__pigeonhole_missing_idx_implies_double_helper.rs,17,AssertFail,USELEMMA,USELEMMA,1,1,claude,0,471068,all_batch_results-cyy-claude-s4/results-batch_004/o-MA__pigeonhole__pigeonhole_missing_idx_implies_double_helper-20251203-134836/verus-repair.log
8,gpt5,IR,IR__delegation_map_v__impl1_to_set.rs,17,AssertFail,INDUCTIVE_LEMMA,SEQSETMAP,2,2,claude claude-s4,1,468504,all_batch_results-cyy-gpt5/results-batch_002/o-IR__delegation_map_v__impl1_to_set-20251126-044012/verus-repair.log
8,o4mini,NO,NO__exec__utils__rids_match_pop.rs,14,AssertFail,INDUCTION,INDUCTION,2,3,claude claude-s4 gpt5,0,467522,all_batch_results-cyy-o4mini/results-batch_004/o-NO__exec__utils__rids_match_pop-20251127-070019/verus-repair.log
8,o4mini,IR,IR__verus_extra__lemma_seq_fold_left_sum_le.rs,9,AssertFail,INDUCTION,NONLINEAR_ARITHMETIC,1,1,gpt5,1,464081,all_batch_results-cyy-o4mini/results-batch_003/o-IR__verus_extra__lemma_seq_fold_left_sum_le-20251127-110014/verus-repair.log
8,claude-s4,NR,NR__impl_u__l1__impl2__lemma_interp_of_entry_between.rs,17,AssertFail,CASE_ANALYSIS,NONLINEAR_ARITHMETIC,2,2,claude gpt5,1,460858,all_batch_results-cyy-claude-s4/results-batch_004/o-NR__impl_u__l1__impl2__lemma_interp_of_entry_between-20251203-164557/verus-repair.log
8,o4mini,MA,MA__pigeonhole__pigeonhole_too_many_elements_implies_double.rs,17,AssertFail,SEQSETMAP,CASE_ANALYSIS,1,1,gpt5,1,459921,all_batch_results-cyy-o4mini/results-batch_004/o-MA__pigeonhole__pigeonhole_too_many_elements_implies_double-20251127-054834/verus-repair.log
8,o4mini,IR,IR__delegation_map_v__impl4__range_consistent_subset.rs,12,AssertFail,CASE_ANALYSIS,INSTANTIATE_FORALL,1,2,claude gpt5,1,457730,all_batch_results-cyy-o4mini/results-batch_002/o-IR__delegation_map_v__impl4__range_consistent_subset-20251126-115536/verus-repair.log
8,gpt5,MA,MA__layout__bitand_with_mask_gives_rounding.rs,18,AssertFail,BIT_VECTOR_REASONING,NONLINEAR_ARITHMETIC,1,1,claude,1,451097,all_batch_results-cyy-gpt5/results-batch_004/o-MA__layout__bitand_with_mask_gives_rounding-20251126-230504/verus-repair.log
8,o4mini,OS,OS__process_manager__container_tree__in_subtree_impy_in_subsubtree.rs,14,AssertFail,INSTANTIATE_FORALL,INSTANTIATE_FORALL,1,3,claude claude-s4 gpt5,0,450252,all_batch_results-cyy-o4mini/results-batch_007/o-OS__process_manager__container_tree__in_subtree_impy_in_subsubtree-20251129-035617/verus-repair.log
8,claude-s4,VE,VE__regular__repetition__impl2__theorem_serialize_parse_roundtrip_helper.rs,14,AssertFail,INDUCTION,INDUCTION,1,1,gpt5,0,449936,all_batch_results-cyy-claude-s4/results-batch_008/o-VE__regular__repetition__impl2__theorem_serialize_parse_roundtrip_helper-20251204-114933/verus-repair.log
8,claude-s4,IR,IR__delegation_map_v__impl3__mind_the_gap.rs,18,AssertFail,ADD_TRIGGER_ASSERT,INSTANTIATE_FORALL,1,1,claude,1,447365,all_batch_results-cyy-claude-s4/results-batch_002/o-IR__delegation_map_v__impl3__mind_the_gap-20251203-040012/verus-repair.log
8,claude,AL,AL__map_values_to_set_eq_to_set_mk_map_values.rs,13,AssertFail,SEQSETMAP,INSTANTIATE_EXISTS,1,3,claude-s4 gpt5 o4mini,1,446579,all_batch_results-cyy-claude/results-batch_002/o-AL__map_values_to_set_eq_to_set_mk_map_values-20251130-170231/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__pt_mem__impl0__lemma_write_seq_read.rs,12,AssertFail,INDUCTION,INDUCTION,3,3,claude claude-s4 gpt5,0,445323,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__pt_mem__impl0__lemma_write_seq_read-20251128-164428/verus-repair.log
8,claude-s4,IR,IR__verus_extra__lemma_to_set_distributes_over_addition.rs,14,AssertFail,SEQSETMAP,CASE_ANALYSIS,1,3,claude gpt5 o4mini,1,443415,all_batch_results-cyy-claude-s4/results-batch_003/o-IR__verus_extra__lemma_to_set_distributes_over_addition-20251203-155706/verus-repair.log
8,o4mini,IR,IR__verus_extra__some_differing_index_for_unequal_seqs.rs,14,AssertFail,CASE_ANALYSIS,EXTENSIONAL_EQUALITY,1,2,claude claude-s4,1,443314,all_batch_results-cyy-o4mini/results-batch_003/o-IR__verus_extra__some_differing_index_for_unequal_seqs-20251127-125813/verus-repair.log
8,o4mini,OS,OS__pagetable__pagemap__impl0__init.rs,12,AssertFail,LOOPINV,LOOPINV,1,1,claude,0,443303,all_batch_results-cyy-o4mini/results-batch_006/o-OS__pagetable__pagemap__impl0__init-20251128-232035/verus-repair.log
8,o4mini,IR,IR__host_impl_v__impl2__parse_end_points.rs,16,AssertFail,LOOPINV,LOOPINV,1,1,claude,0,443048,all_batch_results-cyy-o4mini/results-batch_002/o-IR__host_impl_v__impl2__parse_end_points-20251126-163429/verus-repair.log
8,claude,AL,AL__seq_filter_preserves_no_duplicates.rs,16,AssertFail,SEQSETMAP,INDUCTION,1,1,gpt5,1,441389,all_batch_results-cyy-claude/results-batch_002/o-AL__seq_filter_preserves_no_duplicates-20251130-173346/verus-repair.log
8,claude-s4,IR,IR__verus_extra__lemma_seq_fold_left_sum_le.rs,18,AssertFail,SEQSETMAP,NONLINEAR_ARITHMETIC,1,1,gpt5,1,439468,all_batch_results-cyy-claude-s4/results-batch_003/o-IR__verus_extra__lemma_seq_fold_left_sum_le-20251203-153651/verus-repair.log
8,o4mini,MA,MA__bin_sizes__pow2_properties.rs,12,AssertFail,INDUCTION,NONLINEAR_ARITHMETIC,1,3,claude claude-s4 gpt5,1,437859,all_batch_results-cyy-o4mini/results-batch_003/o-MA__bin_sizes__pow2_properties-20251127-154722/verus-repair.log
8,gpt5,IR,IR__seq_is_unique__test_unique.rs,11,AssertFail,REVEAL_OPAQUE,LOOPINV,1,2,claude claude-s4,1,434706,all_batch_results-cyy-gpt5/results-batch_003/o-IR__seq_is_unique__test_unique-20251127-045440/verus-repair.log
8,o4mini,AL,AL__empty_filter_implies_seq_pred_false_on_all_elements.rs,13,AssertFail,SEQSETMAP,CASE_ANALYSIS,1,3,claude claude-s4 gpt5,1,430930,all_batch_results-cyy-o4mini/results-batch_001/o-AL__empty_filter_implies_seq_pred_false_on_all_elements-20251126-211408/verus-repair.log
8,o4mini,VE,VE__regular__repetition__impl2__theorem_serialize_parse_roundtrip_helper.rs,9,AssertFail,INDUCTION,INDUCTION,1,1,gpt5,0,430850,all_batch_results-cyy-o4mini/results-batch_008/o-VE__regular__repetition__impl2__theorem_serialize_parse_roundtrip_helper-20251129-132735/verus-repair.log
8,o4mini,VE,VE__regular__repetition__impl2__lemma_parse_productive_helper.rs,9,AssertFail,INDUCTION,INDUCTION,1,2,claude claude-s4,0,430764,all_batch_results-cyy-o4mini/results-batch_008/o-VE__regular__repetition__impl2__lemma_parse_productive_helper-20251129-123158/verus-repair.log
8,o4mini,MA,MA__layout__bitand_with_mask_gives_rounding.rs,13,AssertFail,INDUCTION,NONLINEAR_ARITHMETIC,1,1,claude,1,430459,all_batch_results-cyy-o4mini/results-batch_004/o-MA__layout__bitand_with_mask_gives_rounding-20251127-023041/verus-repair.log
8,claude-s4,MA,MA__pigeonhole__pigeonhole_too_many_elements_implies_double.rs,17,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,1,1,gpt5,0,429228,all_batch_results-cyy-claude-s4/results-batch_004/o-MA__pigeonhole__pigeonhole_too_many_elements_implies_double-20251203-135743/verus-repair.log
8,gpt5,NO,NO__spec__unbounded_log__LogRangeMatchesQueue_append.rs,10,AssertFail,INSTANTIATE_FORALL,INDUCTION,1,2,claude claude-s4,1,428651,all_batch_results-cyy-gpt5/results-batch_004/o-NO__spec__unbounded_log__LogRangeMatchesQueue_append-20251127-050238/verus-repair.log
8,o4mini,AL,AL__seq_unequal_preserved_by_add.rs,17,AssertFail,SEQSETMAP,EXTENSIONAL_EQUALITY,3,3,claude claude-s4 gpt5,1,427636,all_batch_results-cyy-o4mini/results-batch_002/o-AL__seq_unequal_preserved_by_add-20251125-210617/verus-repair.log
8,o4mini,MA,MA__bin_sizes__result_idx_out_of_range_has_different_bin_size.rs,13,AssertFail,NONLINEAR_ARITHMETIC,INDUCTION,2,3,claude claude-s4 gpt5,1,426187,all_batch_results-cyy-o4mini/results-batch_003/o-MA__bin_sizes__result_idx_out_of_range_has_different_bin_size-20251127-172022/verus-repair.log
8,o4mini,NR,NR__spec_t__mmu__rl2__lemma_bits_align_to_usize.rs,13,AssertFail,BIT_VECTOR_REASONING,BIT_VECTOR_REASONING,1,1,claude,0,425689,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_bits_align_to_usize-20251128-172254/verus-repair.log
8,claude,ST,ST__logimpl_advance_head.rs,10,PreCondFail,precondition_repair,INSTANTIATE_FORALL,1,1,claude-s4,1,425064,all_batch_results-cyy-claude/results-batch_007/o-ST__logimpl_advance_head-20251202-183003/verus-repair.log
8,o4mini,NR,NR__spec_t__hlproof__insert_non_map_preserves_unique.rs,17,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,2,3,claude claude-s4 gpt5,0,424723,all_batch_results-cyy-o4mini/results-batch_005/o-NR__spec_t__hlproof__insert_non_map_preserves_unique-20251128-130342/verus-repair.log
8,o4mini,IR,IR__host_impl_v__make_empty_event_results.rs,8,PostCondFail,postcondition_repair,INSTANTIATE_EXISTS,2,3,claude claude-s4 gpt5,1,424189,all_batch_results-cyy-o4mini/results-batch_002/o-IR__host_impl_v__make_empty_event_results-20251126-182749/verus-repair.log
8,claude-s4,AL,AL__wf1.rs,18,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,1,1,gpt5,0,422803,all_batch_results-cyy-claude-s4/results-batch_002/o-AL__wf1-20251203-015724/verus-repair.log
8,o4mini,IR,IR__verus_extra__map_fold_ok.rs,13,AssertFail,INDUCTION,INDUCTION,2,3,claude claude-s4 gpt5,0,418593,all_batch_results-cyy-o4mini/results-batch_003/o-IR__verus_extra__map_fold_ok-20251127-121656/verus-repair.log
8,o4mini,AL,AL__leads_to_always_tla_forall.rs,17,AssertFail,INSTANTIATE_FORALL,ADD_TRIGGER_ASSERT,1,1,claude,1,417033,all_batch_results-cyy-o4mini/results-batch_001/o-AL__leads_to_always_tla_forall-20251126-234324/verus-repair.log
8,gpt5,IR,IR__verus_extra__lemma_seq_fold_left_append_len_int.rs,13,AssertFail,CASE_ANALYSIS,INDUCTION,2,2,claude o4mini,1,416095,all_batch_results-cyy-gpt5/results-batch_003/o-IR__verus_extra__lemma_seq_fold_left_append_len_int-20251127-103544/verus-repair.log
8,o4mini,ST,ST__pmemutil_calculate_crc.rs,9,AssertFail,COMPUTE,SEQSETMAP,1,2,claude claude-s4,1,415764,all_batch_results-cyy-o4mini/results-batch_008/o-ST__pmemutil_calculate_crc-20251129-053839/verus-repair.log
8,gpt5,NR,NR__spec_t__mmu__pt_mem__impl0__lemma_pt_walk.rs,11,AssertFail,CASE_ANALYSIS,CASE_ANALYSIS,1,2,claude claude-s4,0,415524,all_batch_results-cyy-gpt5/results-batch_005/o-NR__spec_t__mmu__pt_mem__impl0__lemma_pt_walk-20251128-112500/verus-repair.log
8,o4mini,NO,NO__spec__unbounded_log__combiner_request_ids_not_contains.rs,16,AssertFail,INSTANTIATE_FORALL,INDUCTION,2,3,claude claude-s4 gpt5,1,415316,all_batch_results-cyy-o4mini/results-batch_004/o-NO__spec__unbounded_log__combiner_request_ids_not_contains-20251127-100159/verus-repair.log
8,o4mini,AL,AL__tla_forall_always_equality.rs,15,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,1,2,claude gpt5,1,415214,all_batch_results-cyy-o4mini/results-batch_002/o-AL__tla_forall_always_equality-20251125-234811/verus-repair.log
8,gpt5,OS,OS__memory_manager__spec_impl__impl0__resolve_pagetable_mapping.rs,8,PostCondFail,postcondition_repair,ADD_TRIGGER_ASSERT,1,1,claude,1,413996,all_batch_results-cyy-gpt5/results-batch_006/o-OS__memory_manager__spec_impl__impl0__resolve_pagetable_mapping-20251129-034232/verus-repair.log
8,claude-s4,NR,NR__spec_t__mmu__rl2__lemma_bits_align_to_usize.rs,17,AssertFail,BIT_VECTOR_REASONING,BIT_VECTOR_REASONING,1,1,claude,0,411387,all_batch_results-cyy-claude-s4/results-batch_005/o-NR__spec_t__mmu__rl2__lemma_bits_align_to_usize-20251204-034422/verus-repair.log
8,o4mini,AL,AL__always_to_always_later.rs,9,AssertFail,INSTANTIATE_FORALL,CASE_ANALYSIS,1,2,claude gpt5,1,411037,all_batch_results-cyy-o4mini/results-batch_001/o-AL__always_to_always_later-20251126-192221/verus-repair.log
8,gpt5,MA,MA__commit_mask__impl__any_set.rs,10,AssertFail,USELEMMA,LOOPINV,1,1,o4mini,1,410207,all_batch_results-cyy-gpt5/results-batch_003/o-MA__commit_mask__impl__any_set-20251127-181846/verus-repair.log
8,o4mini,IR,IR__delegation_map_v__impl1_insert.rs,17,AssertFail,LOOPINV,SEQSETMAP,1,1,claude,1,409661,all_batch_results-cyy-o4mini/results-batch_002/o-IR__delegation_map_v__impl1_insert-20251126-062356/verus-repair.log
